buyer_id,buyer_time,buyer_level,buyer_addr,buyer_device,comment
KELEMAIQI,2013-10-13 12:03 购买,金牌会员,北京,,印刷很精美，四大名著，感觉非常值得购买
jd_840727404,2013-11-01 03:46 购买,铜牌会员,北京,,窗映雪”，自古以来，勤奋读书，提升自我是每一个人的毕生追求。读书是一种最优雅的素质，能塑造人的精神，升华人的思想。 　　读书是一种充实人生的艺术。没有书的人生就像空心的竹子一样，空洞无物。书本是人生最大的财富。犹太人让孩子们亲吻涂有蜂蜜的书本，是为了让他们记住：书本是甜的，要让甜蜜充满人生就要读书。读书是一本人生最难得的存折，一点一滴地积累，你会发现自己是世界上最富有的人。 　 读书是一种感悟人生的艺术。读杜甫的诗使人感悟人生的辛酸，读李白的诗使人领悟官场的腐败，读鲁迅的文章使人认清社会的黑暗，读巴金的文章使人感到未来的希望。每一本书都是一个朋友，教会我们如何去看待人生。读书是人生的一门最不缺少的功课，阅读书籍，感悟人生，助我们走好人生的每一步。 　 书是灯，读书照亮了前面的路；书是桥，读书接通了彼此的岸；书是帆，读书推动了人生的船。读书是一门人生的艺术，因为读书，人生才更精彩！ 读书，是好事；读大量的书，更值得称赞。 读书是一种享受生活的艺术。五柳先生“好读书，不求甚解，每有会意，便欣然忘食”。当你枯燥烦闷，读书能使你心情愉悦；当你迷茫惆怅时，读书能平静你的 心，让你看清前路；当你心情愉快时，读书能让你发现身边更多美好的事物，让你更加享受生活。读书是一种最美丽的享受。“书中自有黄金屋，书中自有颜如 玉。” 　 一位叫亚克敦的英国人，他的书斋里杂乱的堆满了各科
卧龙阁燕喜堂,2013-11-01 05:55 购买,钻石会员,江苏,,叫他限期捉拿公孙胜。插翅虎雷横在破庙中遇上正在熟睡的赤发鬼刘堂，双方打了起来，刘堂被拿下，他们直奔托塔天王晁保正家中，刘堂也是来找晁盖的，都是为了那10万生辰纲的事儿。 水浒传第2集剧情 石碣村七星聚义 晁盖将刘堂救下，宋江一个人去了石碣村。刘堂提刀来追雷横，两个打了起来，智多星吴用赶到后没拉开，还是后来赶到的保正将他们俩拉开，晃盖和吴用商量取生辰纲。公孙胜找过阮士三兄弟之后，来到晁盖家中，只要晁盖同意劫那生辰纲，他们也愿意参加。埋伏在石碣村的朱督头被阮士兄弟带入芦苇荡中，他们和吴用一起回到家中吃酒，共商取生辰纲的事儿，随后公孙胜来赶来了，他们一起去了姚盖那儿，七人共拜天地，结为异性兄弟.宋公明私放晁天王 杨志手下的人口渴难耐，纷纷去向白胜买酒吃，他们被杨志轰开。晁盖等人按照吴用的计策，先从白胜那儿买了一桶酒，就着枣子吃酒，在一旁看的挑夫很是嘴馋，吴用借偷酒之机将药放入酒中，押送生辰纲的挑夫见晁盖等人喝酒没事，他们也买了一桶，那桶正是下药的，等喝下全部晕倒，晁盖等人将生辰纲劫走。等他们醒来后合伙商量要把罪名安到杨志身上，杨志要自杀被一道士阻拦。济州府通过消息抓捕了白胜，白胜在刑法下将其他七个招出，等官府派人去抓晁盖等人时被宋江事先遇上，他稳住济州
jd150142qgc,2013-10-26 16:55 购买,银牌会员,广东,,非常好的一本书，京东配送也不错!读书是一种提升自我的艺术。“玉不琢不成器，人不学不知道。”读书是一种学习的过程。一本书有一个故事，一个故事叙述一段人生，一段人生折射一个世界。“读万卷书，行万里路”说的正是这个道理。读诗使人高雅，读史使人明智。读每一本书都会有不同的收获。“悬梁刺股”、“萤窗映雪”，自古以来，勤奋读书，提升自我是每一个人的毕生追求。读书是一种最优雅的素质，能塑造人的精神，升华人的思想。 　　读书是一种充实人生的艺术。没有书的人生就像空心的竹子一样，空洞无物。书本是人生最大的财富。犹太人让孩子们亲吻涂有蜂蜜的书本，是为了让他们记住：书本是甜的，要让甜蜜充满人生就要读书。读书是一本人生最难得的存折，一点一滴地积累，你会发现自己是世界上最富有的人。 　 读书是一种感悟人生的艺术。读杜甫的诗使人感悟人生的辛酸，读李白的诗使人领悟官场的腐败，读鲁迅的文章使人认清社会的黑暗，读巴金的文章使人感到未来的希望。每一本书都是一个朋友，教会我们如何去看待人生。读书是人生的一门最不缺少的功课，阅读书籍，感悟人生，助我们走好人生的每一步。 　 书是灯，读书照亮了前面的路；书是桥，读书接通了彼此的岸；书是帆，读书推动了人生的船。读书是一门人生的艺术，因为读书，人生才更精彩！ 读书，是好事；读大量的书，更值得称赞。 读书是一种享受生活的艺术。五柳先生“好读书，不求甚解，每有会意，便欣然忘食”。当你枯燥烦闷，读书能使你心情愉悦；当你迷茫惆怅时，读书能平静你的 心，让你看清前路；当你心情愉快时，读书能让你发现身边更多美好的事物，让你更加享受生活。读书是一种最美丽的享受。“书中自有黄金屋，书中自有颜如 玉。” 　 一位叫亚克敦的英国人，他的书斋里杂乱的堆满了各科各类的图书，而且每本书上都有着手迹。读到这里是不是有一种敬佩之意油然而升。因为“有了书，就象鸟儿有了翅膀”吗！ 　 然而，我们很容易忽略的是：有好书并不一定能读好书。正如这位亚克敦，虽然他零零碎碎地记住了不少知识，可当人家问他时，他总是七拉八扯说不清楚。这里的原因只有一个，那就是他不善长于读书，而只会“依葫芦画瓢”。 朱熹说过：“读书之法，在循序渐进，熟读而精思。” 　 所谓“循序渐进”，就是学习、工作等按照一定的步骤诼渐深入或提高。也就是说我们并不要求书有几千甚至几万，根本的目的在于对自己的书要层层深入，点点掌握，关键还在于把握自己的读书速度。至于“熟读”，顾名思义，就是要把自己看过的书在看，在看，看的滚瓜烂熟，，能活学活用。而“精思”则是“循序渐进”，“熟读”的必然结果，也必然是读书的要决。有了细致、精练的思索才能更高一层的理解书所要讲的道理
hbkb_930,2013-11-01 21:44 购买,钻石会员,江苏,,先前，买了套给朋友，发现这个版本相当地好，这次趁着活动，收一套自己看。
ash1234,2013-06-23 15:15 购买,钻石会员,上海,,这书没什么多说的了吧，印刷也很给力
jiaojiaoyy,2013-08-16 13:09 购买,钻石会员,重庆,,送人的，好像挺喜欢的
jd_546482,2013-06-18 23:04 购买,银牌会员,辽宁,,"人民文学出版社的书籍，还行，更何况是四大名著呢。不过纸张比较薄，字看着不是特别舒服。为什么要凑够那么字呢？少点不行吗？就是为了一点积分，大家都不容易呀！我也只能乱写一些了。。。《红楼梦》被评为中国最具文学成就的古典小说及章回小说的巅峰之作，以至于以一部作品构成了一门学术性的独立研究学科——红学，这在文学史上是极为罕见的。自胡适作红楼梦考证以来，一般认为曹雪芹以其家族的命运投射在《红楼梦》一书。
作者以贵族家庭的兴衰为主轴。为避免文尔特阿汤哥热帖字触及时事被清政府干涉，于是虚构朝代，隐去真事，并以描写闺阁女子来避讳。第三个不过此书最为人所熟知的推塔是贾宝玉和林黛玉及薛宝钗之间的三角恋爱。
人员和投入为杨贵妃任务
这部巨著虽然虚构朝代、地点，而且假借了女娲补天的神话人员投入与投入我也认同作为故事的因源。却不经意中反映了清帝国下贵族的生活纪实。并且反映出当时的社会生活、婚丧祭祀制度，乃至服装穿戴、饮食药膳、建筑亭阁、园林造景、舟车行轿等等层面。全书中有很多关于佛教、道教、儒家热也和他认为我思想的描写与戏谑。宝玉庶弟贾环嫉妒宝玉，抄写经书时装失手弄倒蜡烛烫伤宝玉，王夫人大骂赵姨娘。赵姨娘又深恨凤姐，便请马道婆施魔法，让凤姐、宝玉中邪几死。癞和尚、跛道人擦拭通灵玉、救好二人。黛玉性格忧郁，暮春时节伤心落花，将它们埋葬，称为“花冢”，并作《葬花吟》。宝玉丫环"
se8en36,2013-10-27 22:28 购买,铜牌会员,山西,,"《红楼梦》塑造了众多的人物形象，他们各自具有自己独特而鲜明的个性特征，成为不朽的艺术典型，在中国文学史和世界文学史上永远放射着奇光异彩。
《红楼梦》是一部具有高度思想性和高度艺术性的伟大作品，从《红楼梦》反映的思想倾向来看，作者具有初步的民主主义思想，他对现实社会包括宫廷及官场的黑暗，封建贵族阶级及其家庭的腐朽，封建的科举制度、婚姻制度、奴婢制度、等级制度，以及与此相适应的社会统治思想即孔孟之道和程朱理学、社会道德观念等等，都进行了深刻的批判并且提出了朦胧的带有初步民主主义性质的理想和主张。这些理想和主张正是当时正在滋长的资本主义经济萌芽因素的曲折反映。"
jd_流星5,2013-10-27 21:05 购买,铜牌会员,四川,,很好，少年时读过，中年是再回味，值得一读。
jd_500a2ed7d6b36,2013-05-30 20:55 购买,金牌会员,上海,,买了，但是一直都没看，是正品
jdhfeeling,2013-09-08 22:48 购买,钻石会员,广东,,经典书籍，读书人必备！
boluo__,2013-06-03 23:41 购买,钻石会员,江苏,,回来慢慢看。。。。。。。。。。。
se8en35,2013-10-27 22:18 购买,铜牌会员,山西,,"甄士隐梦幻识通灵 贾雨村风尘怀闺秀
此开卷第一回也。作者自云：因曾历过一番梦幻之后，故将真事隐去，而借“通灵”之说，撰此《石头记》一书也。故曰“甄士隐”云云。但书中所记何事何人？自又云：“今风尘碌碌，一事无成，忽念及当日所有之女子，一一细考较去，觉其行止见识，皆出于我之上。何我堂堂须眉，诚不若彼裙钗哉？实愧则有余，悔又无益之大无可如何之日也！当此，则自欲将已往所赖天恩祖德，锦衣纨袴之时，饫甘餍肥之日，背父兄教育之恩，负师友规谈之德，以致今日一技无成、半生潦倒之罪，编述一集，以告天下人：我之罪固不免，然闺阁中本自历历有人，万不可因我之不肖，自护己短，一并使其泯灭也。虽今日之茅椽蓬牖，瓦灶绳床，其晨夕风露，阶柳庭花，亦未有妨我之襟怀笔墨者。虽我未学，下笔无文，又何妨用假语村言，敷演出一段故事来，亦可使闺阁昭传，复可悦世之目，破人愁闷，不亦宜乎？”故曰“贾雨村”云云。"
蔷薇136,2013-09-28 10:56 购买,银牌会员,北京,,正版书，必读，快递给力
L的Z先生,2013-09-04 13:32 购买,钻石会员,湖北,,"以前买的是人民文学的版本，该版根据各个版本都有不同的改动，注释中也标出了一些脂评

后来看到这个版本，天，这才知道几个字竟然可以在意境上有如此大的不同，比如
那次贾宝玉到梨香院看望薛姨妈,与宝钗相互鉴赏了彼此佩戴的宝玉和金锁。 本来的版本上“林黛玉摇摇摆摆地走进来”，此处原来应该是“话犹未了，林黛玉已摇摇地走了进来。”

只差两个字，但是意境就不一样

昔日《大长今》里韩尚宫对长今说“你有画出食物味道的才能”
则是画出场景的才能

可惜只有前40回......

当时发生了什么，这本书隐喻了什么，或者仅仅是闺房之乐，我们即使放飞思想的缰绳，也无法猜测当时于万一"
蔡多啦A梦,2013-10-08 12:07 购买,钻石会员,广东,,学校要求了解这些名著
分享11,2013-06-28 18:57 购买,钻石会员,江苏,,东西很好···············
zhex0090,2013-06-29 20:30 购买,钻石会员,四川,,孩子很喜欢看，书不错。
Linda-nj,2013-10-04 13:48 购买,企业会员,江苏,,儿子学校要求统一阅读的，京东上价格还不错，纸质也蛮好的。值
jd_huhaif0,2013-07-17 17:58 购买,银牌会员,青海,,这次购物很开心，物流速度有点慢
dickchenqin,2013-09-24 17:04 购买,金牌会员,江苏,,还行，非收藏，看看可以
jd_832388227,2013-10-28 22:06 购买,金牌会员,北京,来自京东Android客户端,包装有损坏，不过快递很快。
jd_326*****859,2013-10-18 13:43 购买,铜牌会员,广东,,手感不错，不过有一页特别奇葩，需要用剪刀来修剪。
xgabbbbaxg,2013-06-18 18:18 购买,金牌会员,四川,,"大家娘儿姐妹等说笑时，贾母因问宝钗爱听何戏，爱吃何物等语。宝钗深知贾母年老人，喜热闹戏文，爱吃甜烂之物，便总依贾母贾母往日素喜着说了出来，贾母更加欢悦。”

记得每每有人分析宝钗的性格时，这一段便经常被拿出来引证，总归就是说她如何如何心机和世故，如何如何懂得讨人的欢心，揣测着老祖宗的喜欢，尽挑拣顺耳的话说，比起王熙凤明显的野心，更显得虚伪云云。

但这段若不揣着这种偏激的眼光和挑剔的心气去看的话，其实很简单，宝钗那瞬间亦未必就怎样存着野心去巴结讨好，她也只不过应着温厚的本性，顺着喜庆的场合，说了两句孝顺话而已。

从这里我突然想到，很多时候，我们是不是陷入了一个怪圈,世界其实并没有我们想象的那么可怕，只是我们对这种小小的虚伪和压抑过于敏感。不管是对虚幻的故事，还是对我们真实生存的环境，不由自主的抱持着天生的敌意与挑剔，甚至不惮以最坏的恶意来揣测身边的一切。

在这种心态的指引下，所有的不完美都被我们的想象力所放大。看出去为什么身边人都是愚蠢又自私、虚伪又可悲，而又总觉得自己内心的自由和美好在这种环境下受到了强烈的压制，于是生出对整个人生和社会的悲观情绪。

这种情绪让我们以为我们看到了世界的真相，认识了生活的本源，从侧身斜睨变为愤世嫉俗。在这种情绪作为背景的思考和影响下，我们最终变成林夕在《开到荼靡》里所说的那样：“最后剩下自己，舍不得挑剔；最后对着自己，也不大看得起...”

我不否认悲愤自有其哲思性和启发性，然而我们的生活就真的就有如此的不堪吗？

自怜是人的天性，华美的生命长袍上若不爬几只虱子那简直就无法成就悲剧的美感。可是当我们抗拒着整个世界的时候，我们是否就真的可以以此证明自己的真诚呢？这种抗拒本身，就真的有其意义所在吗？

我们厌恶着整个世界，却没有思考过形成这个世界的根源和必然性。我们根本不可能摆脱这一切，相反很多时候正是我们的行为巩固了我们认为吃人的社会规则。那么在别人的眼光里我们是否也一样是虚伪和懦弱呢？

如果你像《月亮与六便士》里的高更一样，知道自己要的是什么，又有实现它的勇气，那我一定为你击节。但如果你并不知道自己要什么，而只是对这世界愤愤不平的话，那我想，你也许并没有自己想象的那么真诚。

关于宝钗，她在我心里一直都是完美的。我不觉得她虚伪，也不认为她有错，更不要说什么封建礼教的牺牲品之类。

她没有伤害过谁，也没有站在整个世界的敌对面，但她一样坚持了她自己。

即便没有人懂得她，没有人爱过她，即便她的结局同样是孤单和虚无。但她曾那么努力地丰富过自己的生命，温柔的爱护过他人的感情。那么相比黛玉对于世界那种尖锐的、理想化的敌对来说，宝钗无疑是我觉得更值得爱敬的人。

世界不曾亏负我们，其实让我们不快乐的，根本是我们自己。
能够让我们不快乐的，也只有我们自己。"
tgye,2013-05-24 10:18 购买,金牌会员,四川,,价格实惠，整体还算不错。
毛毛欧05,2013-10-26 15:05 购买,金牌会员,山东,,活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。活动囤货，应该还算划算。
1057478767_m,2013-10-21 17:13 购买,银牌会员,湖北,,送货很快，服务很周到
jd_509406849,2013-10-24 13:10 购买,银牌会员,云南,来自京东Android客户端,很好的书，正在研究中
小猪猪头也,2013-10-24 22:27 购买,钻石会员,江苏,,包装书页非常完美，值得大家收藏学习
zzj19888888,2013-08-13 22:13 购买,金牌会员,内蒙古,来自京东Android客户端,好好好好好好好好好好
中国鬼子兵,2013-10-25 13:22 购买,金牌会员,江苏,,质量很好，价格合理，值得收藏
jd185639aen,2013-06-17 21:32 购买,铜牌会员,山东,,书很好，虽然还没看。包装不错
jxg1010,2013-08-21 16:19 购买,金牌会员,山西,,红楼梦（套装上下册）
senlinxue007,2013-05-08 11:22 购买,金牌会员,江苏,,白话版的，通俗易懂。
赵旮旯,2013-09-07 10:23 购买,金牌会员,江苏,,书不错，发货快，价格便宜。
hondahuns,2013-09-23 23:33 购买,金牌会员,江西,,重温文学名著，人民出版社的书，没得说
evaxman,2013-09-06 21:17 购买,银牌会员,山西,,"京东快递很给力啊，送货师傅很快就到了，吓我一跳，正在看这本书当中，很喜欢的，书中内容也很适合我，推荐给大家啊，喜欢读书，喜欢在京东买书!说到读书的滋味，众生深有感叹；太苦了，不知何时是尽头，很少从中找到乐趣。其实，读书是苦与乐的交响曲，苦中有乐，乐中有苦。 首先说读书苦的一种滋味。每天天微亮，我们都从暖烘烘的被窝中钻出来，匆匆赶到学校。上早自习，规规矩矩听好每一节课，然后领到大堆作业，回家埋头苦做，常常熬到深夜，连吃饭，睡觉都得计算时间，如果遇到难题，考试砸锅，受到批评……那就更惨了。读书可谓苦也。然而静下心来想想，其实不然，凡是做学问的，都要经受这一锻炼。《送东阳马生序》中，宋濂小时候喜欢读书，家里穷，没有办法买书来读，常常向藏书的人家去借，借来就亲手抄写，计算着日子按期归还。冬天天气十分寒冷，砚台里的墨汁结成冰，手指冻的不能伸屈，也不敢懈怠。他从师求学的时候，经常背着书籍，拖着鞋子，行走在深山大谷里。严冬刮着猛烈的大风，大雪深达几尺，脚上的皮肤冻裂了也不知道，可见，读书是要吃苦的了，因此，我们要有吃苦的准备。 其次说读书乐的一种滋味吧，读书虽然是件很苦的事，但乐趣却不少。例如：当你听着老师娓娓动听的讲课的时候，当你忽然出一道难题的时候，当你考试取得好成绩的时候，当你和同学一起参加活动的时候……难道你没有兴奋过，快乐过吗？其实，读书的乐趣要有的，当你看着自己读书的以摞摞书，当你能用所学知识与别人展开辩论……你没有欣慰吗？这就是乐，它就在我们身边。 苦和乐是相随相伴的，有苦必有乐，有乐必有苦。革命前辈谢觉哉说过：“快乐是从艰苦中来的。”吴伯萧也在《记一辆纺车》中写道：“与困难作斗争，其乐无穷。”我们今天有了苦，就会有学习中的苦和今后生活的乐。现在许多老师把上课当成游戏，很多学生把读书当成找乐。学习在轻松愉快的气氛中进行，这种做法值得效仿。 总之， “读书破万卷,下笔如有神.” “读万卷书,行万里路.”由于对书籍的酷爱,遂使我对于写作产生浓厚的兴趣.万籁俱寂的夜里,独坐书桌前,捻开台灯,在茕然的灯光下,一叠稿纸,一枝笔,成为我最忠实的倾诉对象,透过清滤的笔尖,洒然挥发心坎的抱负和理想。 不知是什么时候,我迷迷糊糊地被它网住,成为它的裙下臣,高歌此心永不渝。如果有人问我心在何处,我将毫不犹豫地回答:我的心在书域中那早已失去钥匙的铁箱里,永远不在索回。 书是茫茫人海中意识的罗盘,是智慧的绿源,它能增长我们的见闻,改变人的气质,抚慰受创伤的心灵。因此古人所谓“富者因书而贵,贫者因书而富”的金言。固然只是一卷薄薄的书本(指好书),但它所赋予的益处,也只有爱书人才能体会得出。读书是艰苦的，但乐在其中。只要，我们勇于读书，善于读书，并从中找到乐趣，我想我们会在读书中取得成功的买了那么多年的书，京东没有让我失望过哦，就算有问题，联系客服也是很好解决的， 客服态度也不错，呵呵，赞一个。希望网站做大做强。"
shohokuf,2013-10-27 00:11 购买,银牌会员,北京,,纸张就是有点薄纸张就是有点薄
feier201,2013-06-30 20:59 购买,金牌会员,青海,,"书店看上了这本非常好的书，一直想买可惜但是太贵又不打折，回家决定上京东看看，果然是有折扣。毫不犹豫的买下了了，京东速度非常快的，从配货到送货也很具体，快递也非常好，很快收到书了。书的包装真的非常好，没有拆开过，非常新，可以说无论自己阅读家人阅读，收藏还是送人都非常有面子的说，特别精美；各种十分美好虽然看着书本看着相对简单，但也不遑多让，塑封也都很完整封面和封底的设计、绘图都十分好画，让我觉得十分细腻而且具有收藏价值。书的封套非常精致推荐大家购买。 打开书本，书装帧精美，纸张很干净，文字排版看起来也非常舒服非常的惊喜，让人看得欲罢不能，每每捧起这本书的时候 似乎能够感觉到作者毫无保留的把作品呈现在我面前。深入浅出的写作手法能让本人犹如身临其境一般，好似一杯美式咖啡，看似快餐，其实值得回味 无论男女老少，第一印象最重要。”从你留给别人第一印象中，就可以你让别人看出你是什么样的人。所以多读书可以让人感觉你知书答礼，颇有风度。多读书，可以让你多增加一些课外的知识。培根先生说过：“知识就是力量。” 不错，多读书，增长了课外知识，可以让你会感到浑身充满了一股力量。这种力量可以大大可以激励着你不断地前进，不断地成长。从书中，你会往往可以发现自己身上的不足之处，使你不断地改正错误，摆正自己前进的方向。所以，图书也是我们的良师益友。 多读书，可以使你变聪明，变得有智慧去战胜对手。书让你变得更加聪明，你就可以勇敢地面对困难和挑战。 让你用自己的方法来解决这个问题。这样，你又可以向你自己的人生道路上迈出了结实的一步。 多读书，也能使你的心情变得快乐。读书也是一种休闲方式，一种娱乐的方式。读书可以调节你的身体的血管流动，使你感到身心健康。所以在书的海洋里遨游，也是一种无限快乐的事情。用读书来为自己放松你的心情也是一种十分明智的方法。 读书能陶冶人的情操，给人以知识和智慧。所以，我们应该多读好书，为我们以后的人生道路打下好的、扎实的基础！读书养性，读书可以陶冶自己的性情，使自己变得温文尔雅，具有浓厚的书卷气；读书破万卷，下笔如有神，多读书可以提高写作能力，写文章就才思敏捷；旧书不厌百回读，熟读深思子自知，读书可以提高理解能力，只要熟读深思，你就可以知道其中的道理了；读书可以使自己的知识得到积累，君子学以聚之。总之，爱好读书是好事。让我们都来读书吧。 其实读书有很多好处,就等有心人去慢慢发现。最大的好处就是可以让你有属于自己的本领靠自己生存。 最后在好评一下京东客服服务态度好，送货相当快,包装仔细！这个也值得赞美下。希望京东这样保持下去，越做越好。"
feier201,2013-09-06 00:55 购买,金牌会员,青海,,今天刚刚拿到书，不知是什么时候开始知道京东商城的，不知是什么时候开始在京东网买书的。已经买了上千本书了为消遣而读书，常见于独处退居之时，为装饰而读书，多用于高谈阔论之中；为增长才干而读书，主要在于对事物的判断和处理。 读书费时太多是怠惰，过分的藻饰装璜是矫情，全按书本条文而断事是十足的学究气。读书使天然得以完善，又需靠经验以补其不足，因为天生的才能犹如天然的树木，要靠后来的学习来修剪整枝，而书本上的道理如不用经验加以制约，往往是泛泛而不着边际的。 读书不可专为反驳作者而争辩，也不可轻易相信书中所言，以为当然如此，也不是为了寻找谈话资料。而应当权衡轻重，认真思考。有些书浅尝即可，另一些不妨吞咽，少数书则须咀嚼消化。这就是说，有的书只要读其中一部分，有的可以大致浏览，少数则须通读，读时要全神贯注，勤奋不懈。有些书也可请人代读，取其所需作摘要，但这只限于题材不大重要和质量不高的作品。 第一，循序渐进。朱熹说：“读书之法，莫贵于循守而致精。就是说，读书要有个先后顺序，读通一书，再读一书。就读一书而言，则要逐字逐句逐段按顺序读，先读的未弄通，就不能读后面的。这样才不会生吞活剥或杂乱无章。朱熹还进一步指出，读书要从易到难，从浅到深，从近到远，急不得，也慢不得。“所谓急不得者，功效不可急；所谓不可慢者，工夫不可慢。”这是在告被读书人既不可急于求成，也不可松松垮垮，而要进度适当，方能见效。 第二，熟读精恩。他认为有些人读书收效不大，是由于在“熟”和“精”二字上下功夫不够。他还批评那种读书贪多的倾向，一再讲“读书不可贪多，且要精熟。如今日看得一板，且看半板，将那精力来更看前半板”。 第三，虚心涵泳。朱熹曾批评当时普遍存在的两种毛病：一是“主私意”，就是以自己的想法去揣测书中的道理，穿凿附会，歪曲了古人本来意思。二是“旧有先人之说”，就是先前接受的观点不肯放弃，从而排斥接受新的观点。 为了纠正以上这两种不好的毛病，朱熹主张读书必须虚怀若谷，静心思虑，悉心体会作者本意。朱熹强调读书要耐心“涵泳”，就是要反复咀嚼，深刻体会行中的旨趣。 第四，切已体察。未熹主张“读书穷理，当体之于身。”什么叫“体之于分”？就是要心领神会，身体力行。从读书法的角度来看，朱熹强调读书必须联系自己，联系实际，将学到的理论转化为行动，这个观点是可取的。 第五，着紧用力。“着紧用力”．包含有两个意思：一是指时间上要抓紧，要“饥忘食，渴忘饮，始得。”二是指精神上要振作．要有刚毅果决，奋发勇猛的精神。“如撑上水船，一篙不可放缓。” 第六，居敬持志。所谓居敬持志，就是读书必须精神专一，全神贯注，还要有远大的志向，顽强的毅力。这也是朱熹读书之法的最基本精神!呵呵，老是在这里买书，天天看有没有特价啊，京东多搞点活动啊，我们会支持你的哇！
803chenwj,2013-09-06 23:18 购买,银牌会员,山西,,在京东买好书。多读书。受益无穷。 书籍是人类数百年来无数聪明才智的载体，它记录着人类记几十年的知识教训。随着社会发展，社会上形形色色的书卷也日益繁多。当我面对如排山倒海般袭来的“书山书海”，不禁会想，我们为什么读书。 　 高尔基说过“书籍是人类进步的阶梯。”人为生存，为了考学，拼命的读书，有人甚至说书籍是生计的敲门砖，有了事业即可不要书。对于这一观点，我不敢苟同，正如培根所说，“读史使人明智，读诗使人灵秀，数学使人周密，物理使人深刻，伦理使人庄重，逻辑使人善辩。”在我看来，读书的目的并不在于为考试，而在读书，若只为考试而读，那变是读死书。我认为，读书的真正目的应是以下四点： 　 第一， 读书让人获得知识。这是最浅显的作用。 　 我们从小到大所读的教科书目的也大于此。它让获得丰富的知识，获得渊博的学识，也让人们得到学位和工作，这些无足轻重的“副产品”。这一层的读书只是为了生活和学识。不可否认，知识的获得也是十分重要，毕竟“熟读唐诗三百首，不会作诗也会诌”吗？ 　 第二， 读书让人提高修养。 　 阅读一本好书，正如同一位知识渊博的学者谈话，“他”的语言中无不闪烁智慧的火花，无不传答着高尚的修养，从一本书中学到的修养，提高的品格，远比在生活磨砺中体会的深刻，体会的彻底。正如林语堂所说的如果读者获得书中的“味”，他便会在谈吐中把这种风味表现出来，如果他的谈吐中有了风味，他在写作中免不了会表现出风味来。着此间浅移默化的“味”，不正是在读书中体味的素养吗？ 　 第三， 读书让人开阔视野。 　 人生活的范围有限，限制于空间与时间的连锁中，当他只能同身边的交谈，他的认识是肤浅的，他的学识是简陋的。但当他打开一本书，时间，空间便再不能限制于他，他可以坐在家中看到世界各地，品味古今中外，他可以体会古战场上“马作的卢飞快，弓如霹雳弦惊”的宏大，可以体会大草原上“风吹草地牛羊”的生机；可以体会黄昏下“枯藤老树昏鸦，小桥流水人家”的忧；可以体会“白日放歌需纵酒，青春作伴好还乡”的欢喜。在书中人可以翱翔于智慧的天空，他的视野也不会只存在于一省，一市，一县，一国而是整个宇宙整个空间。着也许读书所换来的乐趣吧。 　 第四， 读书让人明白事理。 　 韩愈曾说“人非生而知之者，孰能无或？”我想最大的疑虑也莫过于不明事理吧，读书里的名人，也许刚好可以找到答案，看世界名人的作人处事，从中可以学到许多方法，对于明白事理，应是非常重要的吧。 　 在书籍中品味知识的博大精神。在书籍中培养修养的文雅得体，在书籍中开拓视野看大千世界，在书籍中学做人处事的方法道理。这也许是读书的真正目的吧.
