buyer_id,buyer_time,buyer_level,buyer_addr,buyer_device,comment
y***o,2015-03-05 20:02 购买,钻石会员,黑龙江,,本地原价便宜200，而且没有128g的，后来决定在京东购买，次日上午送达，全新机器没问题，信赖京东！
l***1,2015-03-18 19:16 购买,钻石会员,北京,,屏幕大小合适么？系统用的习惯么？配件质量如何？快写下你的评价，分享给大家吧！
s***2,2015-03-28 15:51 购买,钻石会员,辽宁,,京东购物就是快，正品值得购买！
X***S,2015-02-20 15:37 购买,钻石会员,四川,来自京东iPhone客户端,为什么要十个字才行呢
l***y,2015-03-23 10:35 购买,钻石会员,北京,,苹果（Apple）iPhone 6 Plus (A1524) 128GB 银色 移动联通电信4G手机
高***好,2015-03-06 16:58 购买,钻石会员,黑龙江,,帮客户买的，没打开包装看。
j***3,2015-03-26 17:59 购买,钻石会员,山东,,号。。。。。。。。。。。
天***k,2015-03-16 10:43 购买,钻石会员,广东,,还可以，自用希望好用。
梓***乐,2015-03-28 20:26 购买,钻石会员,北京,,大品牌值得信赖，一如既往的好。推荐购买。
l***u,2015-03-29 14:56 购买,金牌会员,辽宁,来自京东iPhone客户端,挺好，送货快，东西正品
星***7,2015-03-08 12:35 购买,银牌会员,云南,,手机不错，很好用。卖家发货很快。
t***0,2015-03-25 10:52 购买,钻石会员,北京,,快递一如既往的给力啊！
公***七,2015-03-30 09:21 购买,钻石会员,北京,,给老公买的 还没用 回去给老公一个惊喜 不知道是不是正品 回去验一下再来评价 希望京东不要卖假货哈 俺可是京东的忠实用户呀 ……
l***g,2015-02-06 17:07 购买,钻石会员,陕西,,送货快，价格不错，性价比高
j***9,2015-03-20 10:49 购买,钻石会员,北京,,苹果（Apple）iPhone 6 Plus (A1524) 128GB 银色 移动联通电信4G手机
小***悟,2015-03-19 16:27 购买,钻石会员,北京,,还没用呢，但应该不会让我失望的
h***n,2015-03-19 15:19 购买,钻石会员,湖南,来自京东iPhone客户端,是正品，价格比实体店划算，目前用得还不错，机子有时候有顿一下和突然退出正在应用的程序的现象。。不知道是我机子问题还是普遍存在的现象。
飃***君,2015-03-23 22:31 购买,金牌会员,广东,,速度明显比5s快，尤其是wifi，赞
刘***1,2015-03-06 11:41 购买,金牌会员,广东,来自京东iPhone客户端,很喜欢，买了一个用了不到半个月丢了又从新买的，
w***g,2015-03-28 11:40 购买,钻石会员,上海,来自京东iPhone客户端,"送货很快！
原本打算苹果官网买的，考虑送货速度，还是这里吧"
N***9,2015-03-28 21:23 购买,钻石会员,河南,,送货速度满意.配送人员的服务满意.
神***典,2015-03-27 22:35 购买,金牌会员,北京,来自京东iPhone客户端,好东西，128g。可以满足需求，京东送货快。赞一下
f***6,2015-03-24 17:47 购买,钻石会员,北京,,很不错。用了旧手机兑换，便宜了690元。这样之后，价格就和国外代购回来差不多了。非常超值，非常实惠。国产机就是保修起来非常的放心。
许***江,2015-03-26 09:39 购买,金牌会员,北京,来自京东iPhone客户端,查询序列号和手机串码都查不到有效信息，不知道什么原因
j***4,2015-03-26 18:21 购买,钻石会员,江苏,,外观漂亮，系统流畅。
H***1,2015-03-22 23:32 购买,钻石会员,安徽,来自京东iPhone客户端,还不错，就是有点贵了
x***s,2015-03-13 10:43 购买,钻石会员,北京,,屏幕大，分辨率高，照相清晰，外观漂亮大方。
淡***清,2015-02-12 22:54 购买,钻石会员,天津,,骗子嘛 哪里给京豆了
w***d,2015-03-16 16:00 购买,金牌会员,河北,,实体店找不到的大内存，当天下午下单，第二天就收到了，全封，全网通，价位便宜，就是没有赠品
耿***强,2015-03-26 01:30 购买,钻石会员,北京,来自京东iPhone客户端,不错不错不错不错不错
jd_222187,2015-03-17 08:02 购买,钻石会员,宁夏,来自京东Android客户端,还是不错的，苹果的手机，是正品未激活，京东值得信赖，虽然比港货贵几百，但是买个放心
j***f,2015-03-25 00:37 购买,金牌会员,湖北,来自京东iPhone客户端,很漂亮，标准国行。很喜欢，值得推荐！
G***o,2015-03-14 10:30 购买,钻石会员,北京,,为什么相机在视频和照相功能切换时会卡住呢？是我有问题吗？
卧***3,2015-03-19 18:03 购买,钻石会员,北京,,这个手机肯定是没话说了，就图个在京东购买方便快捷 不需要驱车出去购买，买来送人的。
玫***青,2015-03-24 13:21 购买,钻石会员,广东,来自京东iPhone客户端,第4台plus了，蛮好的。
d***6,2015-03-24 22:52 购买,银牌会员,辽宁,来自京东Android客户端,手机用着可以，京东购物还是有保障的！
l***3,2015-03-20 00:16 购买,金牌会员,重庆,,"用了几天才来评，东西很好，京东自己的快递很神速，头天晚上定的，第二天下午就到了。开箱验货，没问题。
很愉快。128G啊，爽。"
n***y,2015-03-24 09:25 购买,银牌会员,内蒙古,,屏幕大小合适么？ 系统用的习惯么？配件质量 如何？快写下你的评价，分享给大家吧！
丛***水,2015-03-24 20:25 购买,银牌会员,广西,来自京东Android客户端,确实好，物流飞快，从下单到收货不用半天工夫！
j***u,2015-03-24 15:09 购买,钻石会员,江苏,,第一次买这么贵的手机，心里有点小激动！！！！！！！
枉***生,2015-03-25 15:52 购买,钻石会员,北京,来自京东iPhone客户端,"不错京东的货好
以后还来，这个不错"
三***张,2015-03-19 15:44 购买,钻石会员,北京,,很好用，还不是太习惯
g***g,2015-02-11 10:54 购买,金牌会员,上海,,京东的专送，外皮上贴有封条。给人感受很不错。价格也比官网上的便宜。妥妥的。
s***g,2015-02-07 12:46 购买,企业会员,上海,,128G装什么都可以，很爽
l***7,2015-03-05 15:49 购买,钻石会员,北京,来自京东iPhone客户端,发货很快 包装很好，超赞
z***球,2015-03-16 21:48 购买,钻石会员,天津,来自京东iPhone客户端,6P真的挺大的，用起来不错
H***0,2015-03-12 11:32 购买,金牌会员,广东,,外形大气，老公用着十分喜欢，屏幕大小合适！电池耐用、玩游戏时非常流畅。
j***g,2015-03-05 10:57 购买,钻石会员,江苏,,用了20多天过来评价，买之前几家电商都做了比较，某号店的的最便宜，比京东便宜200，但差评很多，不知道是真的还是水军，于是还是在京东上买了，拿到手后看外包装是原封有均匀的点点。苹果的质量一向可以的，现在还在疑问某号店为什么会有那么多关于质量的差评。。
f***0,2015-03-14 08:57 购买,钻石会员,北京,,系统流畅，内存大，屏幕大
j***v,2015-03-19 19:12 购买,银牌会员,江苏,来自京东iPhone客户端,喜欢！京东的速度！晚上九点半多拍的，早晨就到！神速！用了一个星期，6p真不是盖的！神速！
j***语,2015-03-06 08:05 购买,钻石会员,江苏,来自京东Android客户端,已经用了一段时间了，手感不错，信赖京东
x***e,2015-03-21 22:06 购买,钻石会员,新疆,来自京东Android客户端,好好好好好好好好好好好好好
p***o,2015-03-03 12:46 购买,钻石会员,北京,,背面是银色，正面是白色，女士使用推荐。
s***g,2015-03-21 19:38 购买,钻石会员,广东,来自京东iPhone客户端,还是plus给力，最接近完美的手机了! 京东物流很给力。。
刘***5,2015-03-10 20:42 购买,钻石会员,辽宁,来自京东iPhone客户端,iPhone6 Plus的意思就跟历代苹果带S系列机型一样，带S的是上一代的增强版，Plus的意思是加的意思， iPhone6 Plus 就是iPhone6加。人的期待中，苹果公司加利福尼亚最新召开的发布会上，被大家期待已久的iPhone 6问世了，同时还带出了一台震撼人心的iPhone 6 Plus。4.7英寸的新机将直接被命名为iPhone6，而5.5英寸版的新机则被命名为iPhone6 Plus。同时，iPhone6的配色和存储空间与iPhone5s一致，也就是说iPhone6将有金色、灰色和银色可选，容量分别为16GB、64GB、128GB。
j***z,2015-03-21 06:34 购买,银牌会员,江苏,来自京东iPhone客户端,其他地方便宜不敢去买，一如即往的相信京东，手机刚拿到，先给个好评。
huamidaye,2015-03-17 18:13 购买,金牌会员,北京,来自京东iPhone客户端,送货很快！质量很好！比官网便宜！值得推荐哦！
心***秋,2015-03-18 11:31 购买,钻石会员,天津,来自京东Android客户端,又买了一个，透气孔啊，原封啊，保修卡啊，太完美了
l***g,2015-02-03 13:47 购买,钻石会员,上海,,相信品牌的力量，很好，一直采购。。。。。
j***f,2015-03-18 14:19 购买,钻石会员,江苏,来自京东Android客户端,还不错，很强大呀，就是挺贵的!
h***n,2015-03-08 22:35 购买,金牌会员,上海,,真的非常棒棒！！！虽然行货很贵！还是买了，保修方便，虽然苹果不容易坏！但是图个安心哈哈！好机，有了它 。MINI2我好久都没有碰了！
j***h,2015-01-20 23:25 购买,银牌会员,黑龙江,来自京东iPhone客户端,感觉没有在苹果店买的好
坏***花,2015-03-16 12:04 购买,金牌会员,河南,,不错完整包装，送货很快很及时
z***3,2015-03-11 08:14 购买,钻石会员,辽宁,来自京东iPhone客户端,山东挂号费闪闪发光疯疯癫癫的
w***3,2015-03-02 21:51 购买,企业会员,四川,,不用说，屏幕显示很好。系统很稳定。
j***0,2015-02-02 10:42 购买,钻石会员,广东,,物流很给力，物美价廉，很好
e***g,2015-03-17 12:37 购买,钻石会员,北京,,相信京东，送货及时，服务好~~~
m***6,2015-01-23 23:09 购买,钻石会员,北京,来自京东iPhone客户端,快递快，特负责，手机没话说挺好
j***s,2015-03-16 15:11 购买,金牌会员,上海,,"屏幕大, 系统流畅, 用起来瞒爽, 我128G的, 希望慢慢发现它的强大......
使用中, 发现惊喜的, 再来评......"
aases,2015-02-24 09:07 购买,金牌会员,山西,来自京东iPhone客户端,手机不错，性能没得说，送货速度也很快
l***7,2015-03-12 22:11 购买,钻石会员,北京,,总体不错，有些小地方不好，比如音量调节不能分类调节，电池只能用一天等。
小***爹,2015-03-07 15:10 购买,钻石会员,北京,来自京东iPhone客户端,目前没有问题，送货快，不错
d***1,2015-03-16 19:23 购买,金牌会员,四川,来自京东iPhone客户端,好快五个星，下次还会在京东买东西！
柠***子,2015-02-25 20:29 购买,钻石会员,河北,,潘婷（pantene）CLINICARE纯净莹亮修护洗发露 600ml
j***1,2015-03-15 02:27 购买,银牌会员,江苏,来自京东Android客户端,肾六真棒?！终于到手了！不过没有贴膜?
j***r,2015-03-11 13:11 购买,金牌会员,江苏,来自京东iPhone客户端,银白色确实好看多了，很不错
l***p,2015-03-14 19:41 购买,银牌会员,山东,来自京东Android客户端,东东是正品挺好！物流速度快，非常满意
亲***人,2015-03-13 13:50 购买,钻石会员,天津,来自京东Android客户端,帮原来同事买的，苹果手机没的说
j***o,2015-03-02 10:59 购买,钻石会员,山东,,果断入手顶配，包装完整，物流给力，十分喜欢。
宸丫宝贝,2015-03-03 11:02 购买,钻石会员,山东,,plus的5.5寸屏确实很上档次，但是单手操作还是比较困难的。电池的性能确实强大了很多，目前大概2天充一次电，这点很赞了。
j***o,2015-03-15 17:20 购买,钻石会员,北京,来自京东Android客户端,大屏大容量，超溥超秏，看了一年，理智了一年，一咬牙下了
T***g,2015-03-03 19:49 购买,钻石会员,北京,,屏幕和系统都非常好，值得拥有！
戴***扬,2015-02-15 16:12 购买,钻石会员,浙江,来自京东iPhone客户端,相当的好，帮朋友买的，都说可以啊
佐***枫,2015-03-13 18:26 购买,钻石会员,北京,来自京东Android客户端,好期待啊啊啊啊啊啊啊啊啊
铃***3,2015-03-13 22:49 购买,金牌会员,北京,来自京东iPhone客户端,原来的手机坏掉了，及时雨 ，屏很大内存大不怕
C***8,2015-02-13 08:52 购买,金牌会员,上海,来自京东iPhone客户端,赶在情人节买的，京东速度无敌，太好了！东西没问题
m***i,2015-03-13 21:06 购买,钻石会员,上海,来自京东iPhone客户端,。。。。。。。。。。。。。
j***v,2015-03-12 18:10 购买,金牌会员,山西,来自京东iPhone客户端,挺好，各方面都好，挺快
在***跑,2015-03-05 12:32 购买,银牌会员,浙江,,屏幕大一只手抓不下！具体怎么测试不太懂
j***p,2015-03-13 16:41 购买,钻石会员,广东,,"还不错口口口kkkk,,,,,,,,"
j***9,2015-03-06 23:34 购买,金牌会员,北京,来自京东iPhone客户端,很好，非常好！京东值得信赖！
q***9,2015-03-12 20:30 购买,钻石会员,天津,来自京东iPhone客户端,好爆了。………………
心***秋,2015-02-26 12:36 购买,钻石会员,天津,来自京东Android客户端,前后几天时间，买了三个6p，真心的好，京东购物太棒了。
薄***蕾,2015-03-10 19:40 购买,钻石会员,广东,,很好，很快速。。。。
q***o,2015-02-11 20:29 购买,钻石会员,北京,,给朋友购买的，感觉很好。
j***x,2015-03-10 11:37 购买,银牌会员,北京,来自京东iPhone客户端,还可以，习惯好评，在京东上买东西不选择第三方的东西.
t***5,2015-03-02 15:30 购买,钻石会员,山东,来自京东iPhone客户端,用着不错，京东还是值得信赖的
h***y,2015-03-13 08:16 购买,金牌会员,北京,来自京东iPhone客户端,用了极速达 8点16下单 大概10：30收到 大赞！！
ffpp36027,2015-03-11 22:37 购买,金牌会员,北京,来自京东iPhone客户端,puls这款喜欢银色的，JD发货速度好快，表扬快递员服务?
小***晨,2015-03-11 10:56 购买,钻石会员,北京,,第二天肾6就到了，虽然其他的网站比JD便宜点，可是我不敢相信。
雨***兔,2015-03-05 22:45 购买,钻石会员,北京,,首次使用京东白条买的 这项服务非常好 简便快捷 手机超赞
h***n,2015-03-06 07:10 购买,钻石会员,内蒙古,来自京东iPhone客户端,用了三天，暂时还没发现问题。
j***9,2015-02-08 19:45 购买,钻石会员,北京,,很好，京东配送放心，一直支持京东
j***r,2015-01-08 05:54 购买,银牌会员,广东,来自京东Android客户端,一般般。不是很满意。没东西没一点优惠
j***3,2015-02-25 18:16 购买,钻石会员,山东,,不错。。。。。。。。。。。。。。。
j***n,2015-03-07 17:34 购买,金牌会员,江苏,来自京东iPhone客户端,很好，很漂亮。京东值得信赖。
猫***O,2015-02-15 11:49 购买,钻石会员,北京,,终究还是觉得，无法单手操作的手机都是反人类的。。。
i***e,2015-02-04 16:55 购买,企业会员,北京,,超喜欢啊！太好用了！
p***x,2015-03-07 14:53 购买,金牌会员,山东,来自京东iPhone客户端,送来的时候是塑料袋…里面直接是手机盒，幸好手机完好。用了3天了，系统也升到了8.13，应该木有什么问题了～
y***2,2015-03-09 16:40 购买,金牌会员,江苏,来自京东Android客户端,东西很好 会经常来买的
j***8,2015-03-01 09:31 购买,银牌会员,山东,来自京东iPhone客户端,开始担心买的不是正品，用了一星期，感觉好！128G银色，喜欢，送货超快！完全可以当电脑用了！
思***子,2015-03-04 11:45 购买,钻石会员,上海,,送人的。很漂亮，送货速度很快。
j***嘘,2015-03-04 15:55 购买,金牌会员,北京,来自京东iPhone客户端,还行 目前没发现问题 京东的物流一直给力
水***子,2015-02-25 14:33 购买,金牌会员,北京,来自京东iPhone客户端,很不错的手机哟，京东值得信赖～
R***9,2015-03-07 15:22 购买,钻石会员,上海,来自京东iPhone客户端,手机绝对的正品，当天就在苹果官网查过的。京东很好。我也是京东的常客了，这么贵的东西能选择京东，可见我是有多么相信你！过段时间在买一个！
k***8,2015-03-06 20:24 购买,钻石会员,河北,来自京东iPhone客户端,信赖ＪＤ，正品无疑，商品超赞！
N***t,2015-01-19 02:43 购买,钻石会员,北京,,包装还可以，功能软件都很丰富，满足使用
丛***日,2015-03-05 16:20 购买,钻石会员,辽宁,来自京东iPhone客户端,国行。送货速度超快。
F***n,2015-03-03 13:07 购买,金牌会员,广东,来自京东iPhone客户端,128 很喜欢 没有什么问题
哪***逃,2015-03-05 21:08 购买,钻石会员,上海,,很好看，装X神器啊。。。。
泊***兵,2015-03-06 09:44 购买,钻石会员,江苏,来自京东Android客户端,完美，物流快，当天送达！
o***h,2015-01-18 11:13 购买,金牌会员,江苏,来自京东iPhone客户端,用了快两个月了，偶尔会有闪退现象，手感什么的还是很不错的
难***涂,2015-02-24 14:14 购买,钻石会员,广东,,感觉来电话同声音很小不清悉，有种嗡嗡的。不知是何原因？
小***y,2015-02-02 13:50 购买,钻石会员,北京,,挺好的。苹果就是好用。怎么用都不卡
百***顺,2015-03-02 14:24 购买,金牌会员,山西,来自京东iPhone客户端,全新，正品，不错！大屏就是爽
康***果,2015-02-10 22:39 购买,钻石会员,北京,,很不错，主要看中京东的速度和品质。话说京东快递小哥真是忙呀。
熹***儿,2015-02-21 18:04 购买,银牌会员,四川,,京东春节也送货，这点很不错，就是客服态度不太好，希望能有所改善！手机到手用了2个礼拜，还不错
z***k,2015-01-05 15:18 购买,钻石会员,北京,,送货很快，服务相当不错
髙经理,2015-02-07 23:01 购买,银牌会员,北京,,感觉比较满意，就是打字时想在一行字中间加一个字比较麻烦不灵敏，机身也不怎么觉得好看了，没有iPhone5s那样的独特设计了，总的来说还是蛮可以。
l***r,2015-02-07 15:56 购买,钻石会员,浙江,,苹果的东西，不多说，很好用
慕辰之光101,2015-03-03 09:28 购买,金牌会员,北京,,还不错吧。6P除了稍微大了点。其他都蛮合心意的
血***夫,2015-02-09 09:43 购买,钻石会员,江苏,,都说会弯，反正套了套子完全没感觉
j***7,2015-02-14 08:17 购买,企业会员,上海,,苹果iPhone 6 Plus 4G手机很好。
K***弟,2015-02-09 12:19 购买,钻石会员,上海,,价格便宜很好价格便宜很好价格便宜很好价格便宜很好
行***3,2015-02-17 13:07 购买,钻石会员,北京,,老婆的春节礼物，跟风卖呗。
淡***8,2015-02-20 09:28 购买,金牌会员,河南,来自京东Android客户端,发货迅速，春节也不放假，很满意！
Z***N,2015-02-17 16:56 购买,钻石会员,广东,来自京东iPhone客户端,买完再买…已经买了多台了…
s***o,2015-02-28 16:50 购买,钻石会员,广东,,送货超级快，可惜就是没有送周边
昵***用,2015-02-08 08:22 购买,钻石会员,重庆,,使用正常，无瑕疵，满意。
s***o,2015-03-01 10:38 购买,金牌会员,江苏,,心仪已久，奈何荷包干瘪，京东圆了俺滴6P梦，肯桑啊米哒！！这速度已经不能用“神速”来形容咧，上午十点半下单，下午三点到手！大赞！只是，这个“进网试用”是虾米意思内？
江***生,2015-02-07 09:24 购买,钻石会员,北京,来自京东iPhone客户端,不错，很好，喜欢！应该是正品，感觉很好！好用！
w***7,2015-02-09 21:10 购买,钻石会员,四川,来自京东iPhone客户端,这商品，这物流，这速度，一个字好！
hwstudio2,2015-02-27 14:40 购买,钻石会员,北京,来自京东iPad客户端,长度在5-200个字之间 填写您对此商品的使用心得，例如该商品或某功能为您带来的帮助，或使用过程中遇到的问题等。最多可输入200字
z***j,2015-02-26 21:48 购买,钻石会员,湖北,来自京东iPhone客户端,便宜400买的，还不错，就是包装简单点
采***州,2015-02-27 08:23 购买,钻石会员,浙江,,发货很快，第二天就收到了，快递给力！
林***晨,2015-01-15 21:54 购买,钻石会员,北京,,东西不错 送货也够快 支持京东8年多了，以后会继续支持
n***g,2015-01-21 12:27 购买,钻石会员,北京,,手机不错，已经用了一个多月了
斧***他,2015-02-15 11:40 购买,钻石会员,安徽,,这款手机很适合我，我很满意
K***U,2015-02-18 14:58 购买,钻石会员,北京,,京东快递哥给力，春节不休息，赞一个。
proudtobe,2015-01-16 09:52 购买,钻石会员,江苏,,最赞的就是物流超级快！！！
z***7,2015-02-11 10:26 购买,钻石会员,河南,,"装逼利器，绝对超过6一筹，128g更是霸气无敌了。vertu以下没嘛对手了
充电太慢了，电池也没有传说中那么好使，感觉和6的区别不是很大"
劲***杉,2015-01-29 10:41 购买,钻石会员,北京,,"很不错的礼物，送给老婆的，她很喜欢，希望每次使用手机都能感受到我的爱..
送人直接就是128G plus 顶配出手，感觉不错。"
a***5,2015-02-04 16:06 购买,钻石会员,上海,,年会奖品，苹果产品好。
合***世,2015-01-29 15:01 购买,企业会员,天津,,不错，看着还行，不知道好用不
a***e,2015-02-23 00:46 购买,钻石会员,北京,来自京东iPhone客户端,非常不错。。屏幕够大
哈***9,2015-02-14 15:08 购买,钻石会员,北京,,还好好好好还好还好还好还好还好还好
h***i,2015-02-05 18:07 购买,金牌会员,江苏,来自京东iPhone客户端,手机包装盒的下面还有塑料薄模上面有黑点，然后手机打开之后看到手机也不是很完美我在信号苹果手机什么时候不这么完美了？呵呵
晨***鹭,2015-02-12 10:55 购买,钻石会员,四川,,非常好的产品，下次一定继续支持
h***y,2015-02-14 00:53 购买,钻石会员,北京,来自京东iPhone客户端,虽然比某店贵300，但良品率很高，踏实，128g就是大，屏幕也超大，一天习惯了，再玩5，感觉像袖珍玩具，呵呵
起***吉,2015-02-22 00:02 购买,钻石会员,上海,来自京东iPhone客户端,京东发货就是快 京东送货员马师傅很好 东西第二天就收到了 包装完整 外箱都没碰察 拿到手机超赞 很喜欢.iOS 系统真心不错的 老婆也非常高兴
k***0,2015-02-20 11:55 购买,钻石会员,北京,来自京东iPhone客户端,速度贼快！凑够十个字
WYWCF996,2015-02-18 20:44 购买,金牌会员,浙江,,不错的新年礼物，值。。。。。。。。。。。。
南***猫,2015-02-13 15:15 购买,金牌会员,河北,来自京东Android客户端,包装过于简单和导致原装盒子有部分卷角现像，当面检查后确认的，物流确实快，我们这个小县城头天下单，第二天就到了
朵***妹,2015-02-16 21:34 购买,钻石会员,四川,来自京东iPhone客户端,最好用的手机，没有之一，比三星s5强了数倍，真实感受，给兄弟买的，第二个了
y***p,2015-02-12 20:59 购买,金牌会员,北京,来自京东iPhone客户端,帮老婆买的、感觉还行！
jdlovejilwf,2015-02-17 03:43 购买,金牌会员,北京,来自京东iPhone客户端,送老公的情人节礼物? 老公说不错
f***1,2015-02-17 05:08 购买,银牌会员,山西,来自京东Android客户端,手机己收，从外包装看确实是原封的！手机正在测试中应該是正品！客服非常热情！发货特快！京东一绝！赞！好评！
j***p,2015-02-13 07:01 购买,钻石会员,北京,,真的，我的5S和6P一比，像个迷你玩具。。。。
Mr-希哲,2015-02-15 15:33 购买,钻石会员,北京,来自京东iPad客户端,不错，买的第二个了，很快就到了，机器没问题
s***o,2015-02-16 18:17 购买,钻石会员,北京,来自京东iPhone客户端,非常非常不错的东西很不错非常
小***1,2015-02-15 14:09 购买,钻石会员,北京,来自京东iPhone客户端,东西还是不错的，相信京东
金丝猴奶糖啊,2015-02-15 21:00 购买,钻石会员,北京,来自京东Android客户端,电池比別的手机相对耐用，如LG，G3，HTC，M8。
tonimac,2015-02-16 05:23 购买,金牌会员,北京,来自京东iPhone客户端,正品，好用，全新未激活，发货快
长夜里拥抱,2015-01-10 22:54 购买,钻石会员,山东,来自京东iPhone客户端,很好啦，各位亲，还是觉得了金色好看的
t***l,2015-02-05 14:35 购买,钻石会员,上海,,不错，京东买了比较放心。
临***树,2015-01-29 13:45 购买,钻石会员,江苏,,该产品外观漂亮，音质好
晴***雪,2015-02-14 09:23 购买,钻石会员,北京,,还不错，手感很好，屏幕看着很舒服，送货快
胖***佛,2015-01-13 12:41 购买,钻石会员,北京,,快捷方便，性价比高，值得信赖
t***o,2015-01-08 23:26 购买,企业会员,陕西,,很不错的东西，很喜欢的。
j***l,2015-02-12 22:53 购买,金牌会员,北京,来自京东iPhone客户端,还不错的哦！要十个字！
f***s,2015-02-14 06:49 购买,金牌会员,江苏,,还不错，就是外观稍微没那么好看。
OliverOliverOliver,2015-02-11 14:47 购买,钻石会员,湖北,来自京东iPhone客户端,正品行货，很放心，信京东！
x***1,2015-02-14 15:30 购买,钻石会员,湖北,,反应快，苹果一贯不错，呵呵呵呵！
无***大,2015-02-14 22:29 购买,金牌会员,北京,来自京东Android客户端,刚收到，发货速度还是一如既往的快，先点个赞再说。
j***骆,2015-02-06 18:23 购买,钻石会员,北京,来自京东Android客户端,用着感觉不错。手感好。容量太大了。
fangzhu2000,2015-02-12 12:24 购买,钻石会员,浙江,来自京东Android客户端,手感不错～就是感觉偏大！
p***b,2015-01-21 16:23 购买,钻石会员,北京,来自京东iPhone客户端,非常满意，信赖京东，服务非常好！首选网站
大***子,2015-01-04 19:56 购买,钻石会员,四川,来自京东iPhone客户端,苹果的东西质量没得说
yxd.zhao,2015-02-12 08:55 购买,金牌会员,贵州,来自京东iPad客户端,速度很快。手机还好，暂时没问题
樊***易,2015-02-12 10:10 购买,钻石会员,北京,来自京东Android客户端,速度快送货，简洁不错?
飞***虎,2015-02-12 03:04 购买,钻石会员,上海,来自京东iPhone客户端,苹果系统就是好好好好
j***1,2015-02-11 14:37 购买,金牌会员,江苏,来自京东iPhone客户端,好好好不错还行可以的
jd_025999420,2015-02-09 09:07 购买,钻石会员,云南,来自京东iPhone客户端,第二次购买了，用了很满意，朋友非常喜欢。
j***1,2015-01-19 17:46 购买,企业会员,天津,,全网络的机型，值得。 就是如果能双卡就爽了。
i***d,2015-01-28 16:03 购买,钻石会员,上海,,苹果依然是那样的完美
p***5,2015-02-10 14:22 购买,钻石会员,北京,来自京东iPhone客户端,手机很好 没的说 就是jd啊……我那个个顶配的iPhone6p您都一个破塑料袋给我送，弄个纸盒子装能死啊！
h***o,2015-02-09 20:06 购买,钻石会员,江苏,,苹果的产品好是莫容置疑的，多说无益，谁用谁知道。
yxd.zhao,2015-02-12 08:55 购买,金牌会员,贵州,来自京东iPad客户端,速度很快。手机还好，暂时没问题
樊***易,2015-02-12 10:10 购买,钻石会员,北京,来自京东Android客户端,速度快送货，简洁不错?
飞***虎,2015-02-12 03:04 购买,钻石会员,上海,来自京东iPhone客户端,苹果系统就是好好好好
j***1,2015-02-11 14:37 购买,金牌会员,江苏,来自京东iPhone客户端,好好好不错还行可以的
jd_025999420,2015-02-09 09:07 购买,钻石会员,云南,来自京东iPhone客户端,第二次购买了，用了很满意，朋友非常喜欢。
j***1,2015-01-19 17:46 购买,企业会员,天津,,全网络的机型，值得。 就是如果能双卡就爽了。
i***d,2015-01-28 16:03 购买,钻石会员,上海,,苹果依然是那样的完美
p***5,2015-02-10 14:22 购买,钻石会员,北京,来自京东iPhone客户端,手机很好 没的说 就是jd啊……我那个个顶配的iPhone6p您都一个破塑料袋给我送，弄个纸盒子装能死啊！
h***o,2015-02-09 20:06 购买,钻石会员,江苏,,苹果的产品好是莫容置疑的，多说无益，谁用谁知道。
zhaohan1980,2015-02-10 01:04 购买,钻石会员,北京,来自京东Android客户端,相信京东的质量，以前一直使用安卓系统的手机，还在摸索、习惯中
秋***9,2015-02-09 11:54 购买,钻石会员,北京,,苹果（Apple）iPhone 6 Plus (A1524) 128GB 银色 移动联通电信4G手机
q***2,2015-01-29 18:12 购买,钻石会员,上海,,质量不错，再次购买。
K***J,2015-02-09 14:34 购买,钻石会员,北京,来自京东Android客户端,送客户的，还没有打开，但是京东品质还是可以相信的
张阿强1990,2015-02-08 22:10 购买,钻石会员,北京,来自京东iPhone客户端,终于到手了128G!!!!!!!
蓝色柔情,2015-02-09 10:51 购买,钻石会员,北京,来自京东iPhone客户端,正品！送货速度快！正品！送货速度快！
j***7,2015-02-05 23:52 购买,银牌会员,重庆,,还可以挺好的很喜欢哦，还没有用用了才知道
我***情,2015-02-06 10:13 购买,金牌会员,北京,,是公司送给客户的，所以没有拆，其实特想一睹
fiona20108729,2015-01-31 15:52 购买,钻石会员,北京,,没得说，电子产品，京东还是不错的
zyyzjq,2015-02-07 23:37 购买,金牌会员,天津,,这次购买京东商品，感觉非常满意，首先服务人员态度非常好，当时不知怎么，拍金色的，打错字排成银色的，售后非常热心的，及时的安排退换货，我非常感谢，我也改变先前的意愿，不换了。不要给你们带来太大的人力浪费，银色也可以。
F***y,2015-02-08 10:34 购买,钻石会员,上海,来自京东iPhone客户端,年会的CEO大奖，壕气冲天，可惜我只有买的份了
s***n,2015-02-05 13:25 购买,金牌会员,北京,,正品，完好。送货速度快
j***丶,2015-01-28 22:15 购买,钻石会员,北京,,使用感觉还可以，4G真心费流量。和我在苹果官网买的相比，使用同样时间，京东的手机后壳更容易热。
miga-nie,2015-02-06 20:04 购买,钻石会员,上海,来自京东iPhone客户端,某号店才7088 郁闷
CrazyBoy小虫,2015-02-06 01:54 购买,金牌会员,广东,,好，打电话，发短信什么的都非常牛逼！！！
温柔的海啸,2015-01-29 10:26 购买,金牌会员,北京,,很不错，帮同事定的，非常喜欢
e***8,2015-01-29 21:53 购买,钻石会员,广东,来自京东Android客户端,不错，旗舰果然就不一样。
庄***醇,2015-02-04 21:48 购买,钻石会员,广东,,屏幕大 音质好 分辨率高
