buyer_time,buyer_level,buyer_addr,buyer_device
2013-08-01 15:15 购买,企业会员,天津,
2013-07-22 14:49 购买,钻石会员,辽宁,
2013-06-15 23:33 购买,金牌会员,北京,
2013-08-06 08:07 购买,钻石会员,天津,
2013-07-19 15:47 购买,银牌会员,北京,
2013-08-02 00:24 购买,金牌会员,浙江,
2013-07-28 15:59 购买,银牌会员,广西,
2013-06-17 14:15 购买,铜牌会员,河北,
2013-08-01 16:22 购买,银牌会员,天津,
2013-07-28 00:15 购买,金牌会员,北京,
2013-07-28 23:12 购买,钻石会员,北京,
2013-08-03 12:38 购买,金牌会员,辽宁,
2013-06-23 23:14 购买,银牌会员,山西,
2013-07-15 17:07 购买,银牌会员,湖南,
2013-05-25 21:19 购买,金牌会员,北京,
2013-03-18 20:46 购买,金牌会员,北京,
2013-07-15 19:48 购买,钻石会员,河北,
2013-07-31 17:35 购买,铜牌会员,黑龙江,
2013-07-23 00:11 购买,金牌会员,山西,来自京东Android客户端
2013-07-22 10:53 购买,铜牌会员,重庆,
2013-07-31 20:01 购买,金牌会员,北京,
2013-07-30 13:15 购买,钻石会员,广东,
2013-07-31 15:56 购买,钻石会员,福建,
2013-03-25 13:22 购买,银牌会员,江苏,
2013-07-27 20:47 购买,钻石会员,湖北,
2013-03-12 13:49 购买,钻石会员,广东,
2013-06-17 00:23 购买,金牌会员,山东,
2013-04-22 12:04 购买,金牌会员,上海,
2013-07-15 11:04 购买,金牌会员,北京,
2013-07-20 21:53 购买,钻石会员,四川,
2013-06-19 01:04 购买,银牌会员,重庆,
2013-07-28 07:19 购买,银牌会员,北京,
2013-06-25 21:04 购买,金牌会员,安徽,
2013-07-28 20:13 购买,钻石会员,广东,
2013-02-04 10:26 购买,金牌会员,浙江,
2013-03-12 15:01 购买,金牌会员,浙江,
2013-07-17 14:44 购买,钻石会员,四川,
2013-07-20 14:33 购买,铜牌会员,江苏,
2013-07-13 13:26 购买,金牌会员,北京,
2013-07-26 18:09 购买,银牌会员,河北,
2013-07-21 14:05 购买,钻石会员,北京,
2013-03-31 15:19 购买,金牌会员,北京,来自京东iPad客户端
2013-07-25 12:50 购买,银牌会员,广东,
2013-07-27 16:44 购买,钻石会员,辽宁,
2013-05-16 15:09 购买,金牌会员,广东,来自京东iPad客户端
2013-07-01 16:01 购买,钻石会员,四川,
2013-07-18 17:58 购买,银牌会员,山西,
2013-07-24 23:24 购买,钻石会员,北京,
2013-06-18 23:00 购买,金牌会员,广东,
2013-07-21 16:54 购买,银牌会员,河南,
2013-07-22 18:32 购买,钻石会员,北京,
2013-07-05 19:46 购买,钻石会员,广东,
2013-03-15 22:46 购买,铜牌会员,广西,
2013-07-06 11:41 购买,钻石会员,上海,
2013-07-21 22:56 购买,钻石会员,山东,
2013-05-26 20:37 购买,银牌会员,浙江,
2013-03-08 11:20 购买,金牌会员,上海,
2013-07-09 15:50 购买,铜牌会员,天津,
2013-03-18 17:25 购买,银牌会员,河北,
2013-02-03 23:54 购买,金牌会员,北京,
2013-04-15 22:17 购买,注册会员,北京,
2013-06-30 23:00 购买,金牌会员,贵州,
2013-04-09 20:14 购买,金牌会员,上海,
2013-03-05 13:52 购买,金牌会员,北京,
2013-04-30 17:27 购买,银牌会员,北京,
2013-04-30 23:04 购买,银牌会员,浙江,
2013-07-03 22:14 购买,银牌会员,浙江,
2013-02-26 14:19 购买,银牌会员,北京,
2013-05-21 23:30 购买,铜牌会员,山东,
2013-03-12 21:48 购买,钻石会员,北京,
2013-04-26 08:42 购买,银牌会员,湖南,
2013-06-19 13:49 购买,银牌会员,吉林,
2013-02-21 10:49 购买,铜牌会员,上海,
2013-02-22 11:39 购买,银牌会员,天津,
2013-06-17 12:24 购买,银牌会员,贵州,
2013-03-14 11:09 购买,金牌会员,上海,
2013-03-12 14:24 购买,银牌会员,上海,
2013-02-20 14:18 购买,铜牌会员,上海,
2013-04-26 14:10 购买,钻石会员,陕西,
2013-06-03 14:02 购买,银牌会员,北京,
2013-03-21 09:49 购买,银牌会员,山西,
2013-07-24 21:53 购买,钻石会员,浙江,
2013-06-24 22:32 购买,金牌会员,吉林,
2013-07-23 21:39 购买,钻石会员,北京,
2013-07-23 19:02 购买,金牌会员,福建,
2013-03-10 01:19 购买,金牌会员,上海,
2013-07-19 11:17 购买,银牌会员,上海,
2013-07-23 15:50 购买,银牌会员,广东,
2013-04-30 11:47 购买,金牌会员,上海,
2013-05-28 20:57 购买,金牌会员,四川,
2013-07-15 17:21 购买,钻石会员,北京,
2013-06-28 11:51 购买,金牌会员,福建,
2013-03-21 20:48 购买,铜牌会员,广东,
2013-06-28 12:26 购买,钻石会员,江苏,
2013-04-13 08:53 购买,钻石会员,上海,
2013-07-15 22:46 购买,金牌会员,广东,
2013-07-19 08:23 购买,钻石会员,河北,
2013-07-15 16:00 购买,铜牌会员,山东,
2013-07-19 23:35 购买,钻石会员,北京,
2013-07-03 21:23 购买,金牌会员,江苏,
2013-07-24 16:22 购买,钻石会员,北京,
2013-07-14 22:44 购买,金牌会员,四川,
2013-06-19 15:56 购买,金牌会员,北京,
2013-07-18 20:43 购买,企业会员,北京,
2013-04-28 11:02 购买,银牌会员,北京,
2013-07-14 07:07 购买,银牌会员,江苏,
2013-03-30 17:50 购买,金牌会员,北京,
2013-07-20 16:52 购买,钻石会员,江苏,
2013-07-19 21:32 购买,钻石会员,广东,
2013-07-17 17:15 购买,金牌会员,天津,
2013-03-09 23:06 购买,银牌会员,四川,
2013-05-30 23:36 购买,银牌会员,北京,
2013-02-27 20:03 购买,银牌会员,江苏,来自京东Android客户端
2013-07-21 23:14 购买,钻石会员,湖北,
2013-07-21 21:07 购买,铜牌会员,河北,
2013-02-22 17:22 购买,钻石会员,江苏,
2013-07-20 13:52 购买,金牌会员,江苏,
2013-07-01 19:57 购买,钻石会员,北京,
2013-07-12 10:48 购买,钻石会员,天津,
2013-07-19 22:29 购买,铜牌会员,河南,
2013-07-19 20:01 购买,银牌会员,天津,
2013-07-08 14:55 购买,钻石会员,四川,
2013-06-22 04:34 购买,金牌会员,北京,来自京东iPhone客户端
2013-06-14 20:44 购买,钻石会员,重庆,
2013-07-19 12:20 购买,钻石会员,广东,来自京东iPhone客户端
2013-07-17 21:56 购买,钻石会员,福建,
2013-07-16 10:27 购买,银牌会员,天津,
2013-07-18 12:20 购买,钻石会员,河北,来自京东Android客户端
2013-05-21 13:55 购买,金牌会员,江苏,
2013-07-15 20:08 购买,钻石会员,北京,
2013-07-07 20:18 购买,铜牌会员,广东,
2013-07-07 23:55 购买,金牌会员,四川,
2013-07-17 10:22 购买,钻石会员,湖北,
2013-07-08 10:47 购买,钻石会员,北京,
2013-06-18 17:35 购买,银牌会员,上海,
2013-07-07 13:21 购买,钻石会员,江苏,
2013-07-07 13:21 购买,钻石会员,江苏,
2013-07-14 21:58 购买,钻石会员,上海,
2013-07-07 12:06 购买,金牌会员,上海,
2013-07-13 21:09 购买,钻石会员,上海,
2013-07-05 10:45 购买,金牌会员,江苏,
2013-07-13 22:27 购买,银牌会员,安徽,
2013-07-02 17:10 购买,金牌会员,江苏,
2013-07-15 12:45 购买,金牌会员,钓鱼岛,
2013-05-19 19:55 购买,钻石会员,浙江,
2013-06-29 17:28 购买,金牌会员,北京,
2013-06-22 09:03 购买,钻石会员,陕西,
2013-07-10 13:29 购买,金牌会员,北京,
2013-07-08 15:27 购买,钻石会员,北京,
2013-04-12 00:53 购买,钻石会员,河南,来自京东Android客户端
2013-03-10 15:38 购买,钻石会员,北京,
2013-06-15 10:27 购买,钻石会员,新疆,
2013-07-06 16:23 购买,铜牌会员,江苏,
2013-07-10 23:21 购买,钻石会员,黑龙江,
2013-07-10 09:58 购买,金牌会员,北京,来自京东iPhone客户端
2013-07-01 09:24 购买,钻石会员,北京,
2013-05-19 21:43 购买,金牌会员,江西,
2013-06-25 11:12 购买,银牌会员,广东,
2013-06-18 16:27 购买,铜牌会员,山东,
2013-07-10 20:04 购买,钻石会员,北京,
2013-07-07 18:27 购买,银牌会员,浙江,
2013-06-19 03:48 购买,钻石会员,北京,
2013-06-27 00:14 购买,钻石会员,北京,
2013-07-10 22:21 购买,钻石会员,天津,
2013-01-23 10:50 购买,金牌会员,北京,
2013-07-04 02:08 购买,钻石会员,四川,
2013-03-08 17:16 购买,铜牌会员,上海,
2013-07-02 13:47 购买,金牌会员,上海,
2013-06-26 20:19 购买,钻石会员,北京,
2013-07-06 21:14 购买,金牌会员,重庆,
2013-07-02 14:25 购买,金牌会员,江苏,
2013-06-18 14:11 购买,钻石会员,河北,
2013-07-05 21:30 购买,金牌会员,江苏,来自京东Android客户端
2013-06-27 22:48 购买,金牌会员,北京,
2013-07-06 20:01 购买,金牌会员,江苏,
2013-06-30 20:58 购买,银牌会员,上海,
2013-06-23 01:08 购买,银牌会员,北京,
2013-07-05 10:54 购买,钻石会员,陕西,
2013-07-03 17:33 购买,钻石会员,福建,
2013-06-19 15:43 购买,钻石会员,广东,
2013-07-05 17:44 购买,银牌会员,天津,
2013-04-15 11:04 购买,金牌会员,福建,
2013-02-20 11:30 购买,钻石会员,江苏,
2013-05-30 22:53 购买,钻石会员,北京,
2013-01-27 10:34 购买,钻石会员,北京,
2013-06-29 15:38 购买,铜牌会员,云南,
2013-07-03 20:20 购买,钻石会员,北京,
2013-04-25 18:36 购买,钻石会员,北京,
2013-03-30 20:10 购买,金牌会员,河南,
2013-06-30 14:25 购买,钻石会员,河南,
2013-06-18 20:07 购买,银牌会员,四川,
2013-06-30 16:56 购买,金牌会员,上海,
2013-05-21 23:20 购买,金牌会员,江苏,
2013-01-29 19:13 购买,钻石会员,青海,
2013-05-22 11:19 购买,钻石会员,新疆,
2013-07-01 11:48 购买,金牌会员,四川,
2013-04-28 20:26 购买,金牌会员,上海,
2013-03-20 14:54 购买,钻石会员,河南,
2013-06-22 08:55 购买,银牌会员,云南,
2013-07-02 08:52 购买,金牌会员,上海,
2013-06-13 15:28 购买,铜牌会员,广东,
2013-06-25 16:43 购买,银牌会员,广东,
2013-06-30 10:32 购买,银牌会员,四川,
2013-06-18 16:48 购买,钻石会员,四川,
2013-06-18 16:46 购买,钻石会员,北京,
2013-06-18 16:43 购买,钻石会员,上海,
2013-06-18 16:36 购买,钻石会员,北京,
2013-06-18 16:31 购买,钻石会员,北京,
2013-06-17 16:50 购买,金牌会员,上海,
2013-06-17 16:46 购买,金牌会员,江西,
2013-06-17 16:43 购买,金牌会员,上海,
2013-06-17 16:41 购买,金牌会员,江苏,
2013-06-20 13:11 购买,银牌会员,广东,
2013-06-17 15:46 购买,铜牌会员,福建,
2013-06-17 15:36 购买,银牌会员,安徽,
2013-06-23 23:31 购买,钻石会员,辽宁,
2013-03-22 20:58 购买,银牌会员,上海,
2013-04-10 13:49 购买,金牌会员,浙江,
2013-06-14 22:31 购买,金牌会员,吉林,
2013-06-28 10:46 购买,钻石会员,上海,
2013-06-25 15:21 购买,钻石会员,上海,
2013-06-19 15:06 购买,金牌会员,安徽,
2013-06-27 00:49 购买,钻石会员,内蒙古,
2013-06-29 09:53 购买,金牌会员,上海,
2013-06-28 17:31 购买,钻石会员,四川,
2013-06-18 20:43 购买,钻石会员,云南,
2013-01-15 13:07 购买,钻石会员,四川,
2013-01-25 13:50 购买,钻石会员,上海,
2013-06-27 10:48 购买,金牌会员,湖北,
2013-06-17 21:52 购买,银牌会员,上海,
2013-06-19 13:46 购买,金牌会员,吉林,
2013-06-22 12:10 购买,金牌会员,吉林,
2013-02-28 14:13 购买,金牌会员,江苏,
2013-06-18 22:29 购买,金牌会员,福建,
2013-06-24 23:00 购买,金牌会员,广东,
2013-06-23 22:19 购买,金牌会员,天津,
2013-02-16 11:12 购买,钻石会员,北京,
2013-06-18 13:05 购买,金牌会员,北京,
2013-06-24 10:28 购买,金牌会员,天津,
2013-06-17 09:34 购买,金牌会员,陕西,
2013-06-17 09:33 购买,钻石会员,北京,
2013-06-15 22:59 购买,金牌会员,四川,
2013-06-14 15:11 购买,钻石会员,辽宁,
2013-06-10 03:10 购买,钻石会员,上海,
2013-05-02 12:03 购买,银牌会员,四川,来自京东Android客户端
2013-06-22 10:30 购买,钻石会员,山东,
2013-06-15 13:34 购买,银牌会员,山东,
2013-06-22 09:10 购买,钻石会员,湖北,
2013-06-15 20:37 购买,铜牌会员,甘肃,
2013-06-02 16:20 购买,钻石会员,北京,
2013-06-15 20:19 购买,银牌会员,甘肃,
2012-12-31 12:46 购买,银牌会员,河北,
2013-06-18 13:42 购买,金牌会员,上海,
2013-06-18 11:51 购买,钻石会员,山东,
2013-05-15 19:09 购买,金牌会员,山东,
2013-06-10 18:44 购买,铜牌会员,云南,
2013-06-18 12:47 购买,钻石会员,辽宁,
2013-01-29 11:51 购买,银牌会员,江苏,
2013-06-17 10:41 购买,银牌会员,新疆,
2013-06-15 10:15 购买,银牌会员,北京,
2013-06-17 09:38 购买,金牌会员,北京,
2013-04-27 22:29 购买,钻石会员,北京,
2013-06-09 19:34 购买,金牌会员,四川,
2013-05-23 19:59 购买,金牌会员,北京,
2013-06-18 14:42 购买,钻石会员,北京,
2012-12-26 00:03 购买,钻石会员,北京,
2013-03-23 13:50 购买,金牌会员,上海,
2013-04-01 17:16 购买,铜牌会员,江苏,
2013-06-18 13:26 购买,金牌会员,上海,
2013-06-16 22:30 购买,银牌会员,上海,
2013-06-14 13:52 购买,银牌会员,安徽,
2013-06-03 20:21 购买,钻石会员,北京,
2013-06-17 13:22 购买,银牌会员,四川,
2013-06-06 15:26 购买,金牌会员,北京,
2013-06-17 20:46 购买,钻石会员,湖北,
2013-06-15 15:19 购买,金牌会员,四川,
2013-06-15 19:37 购买,钻石会员,北京,
2013-05-09 13:27 购买,银牌会员,山东,
2013-06-14 07:21 购买,钻石会员,山东,
2013-06-02 17:11 购买,银牌会员,山东,
2013-04-20 08:43 购买,银牌会员,江苏,
2013-03-15 14:34 购买,钻石会员,贵州,
2013-06-10 10:06 购买,钻石会员,上海,
2013-06-11 10:51 购买,银牌会员,河北,
2013-01-23 19:10 购买,钻石会员,北京,
2013-03-28 22:27 购买,金牌会员,江苏,
2013-03-15 11:07 购买,银牌会员,山东,
2013-05-29 00:35 购买,银牌会员,浙江,
2013-01-30 15:40 购买,银牌会员,四川,来自京东Android客户端
2013-04-12 21:56 购买,银牌会员,江苏,
2013-06-03 06:32 购买,钻石会员,北京,
2013-06-03 03:26 购买,金牌会员,福建,
2013-05-23 18:25 购买,钻石会员,上海,
2013-03-08 22:43 购买,钻石会员,上海,
2013-06-03 23:58 购买,钻石会员,江苏,
2013-05-30 15:29 购买,银牌会员,河北,
2013-06-09 19:37 购买,钻石会员,江苏,
2013-03-09 12:06 购买,银牌会员,天津,
2013-06-02 12:48 购买,钻石会员,河北,
2013-06-03 22:29 购买,金牌会员,钓鱼岛,
2013-05-24 19:35 购买,钻石会员,北京,
2013-04-27 11:25 购买,金牌会员,江苏,
2013-05-18 21:49 购买,银牌会员,湖南,
2013-06-02 10:54 购买,钻石会员,江苏,
2013-05-26 11:47 购买,金牌会员,四川,
2013-05-04 17:09 购买,金牌会员,重庆,
2013-05-30 19:22 购买,钻石会员,北京,
2013-06-06 08:51 购买,企业会员,四川,
2013-04-29 16:39 购买,金牌会员,北京,
2012-12-31 14:42 购买,银牌会员,天津,
2013-05-27 19:44 购买,铜牌会员,浙江,
2013-05-14 11:21 购买,金牌会员,上海,
2013-04-14 14:40 购买,钻石会员,河北,
2013-03-11 20:03 购买,钻石会员,湖南,
2013-06-03 16:28 购买,银牌会员,辽宁,
2013-05-26 18:02 购买,钻石会员,安徽,
2013-05-26 00:50 购买,钻石会员,北京,
2013-05-28 21:44 购买,钻石会员,云南,
2013-05-24 12:10 购买,银牌会员,辽宁,
2013-04-27 14:26 购买,钻石会员,北京,
2013-05-24 17:36 购买,金牌会员,云南,
2013-03-18 11:01 购买,银牌会员,山西,
2012-12-30 14:19 购买,钻石会员,北京,
2013-06-03 09:55 购买,钻石会员,河南,
2013-04-17 20:58 购买,钻石会员,江苏,
2013-03-12 17:04 购买,银牌会员,广东,
2012-12-18 11:03 购买,金牌会员,安徽,
2013-01-30 14:37 购买,铜牌会员,江苏,
2013-05-28 13:03 购买,铜牌会员,福建,
2013-03-19 19:54 购买,金牌会员,北京,
2013-01-27 10:09 购买,钻石会员,北京,
2012-12-12 14:03 购买,钻石会员,北京,
2013-03-14 14:39 购买,金牌会员,上海,
2013-03-14 14:39 购买,金牌会员,上海,
2013-02-03 21:09 购买,钻石会员,江苏,
2013-05-23 14:37 购买,金牌会员,江苏,
2013-03-04 08:07 购买,钻石会员,福建,
2013-05-30 12:06 购买,钻石会员,湖北,来自京东Android客户端
2013-05-27 17:37 购买,银牌会员,湖北,来自京东iPhone客户端
2013-05-07 07:59 购买,金牌会员,内蒙古,
2013-05-21 18:30 购买,银牌会员,江苏,
2013-05-31 21:00 购买,金牌会员,北京,
2013-04-30 21:48 购买,铜牌会员,湖南,
2013-02-20 20:49 购买,金牌会员,上海,
2013-01-26 09:34 购买,钻石会员,江苏,
2013-02-03 18:31 购买,金牌会员,北京,
2013-05-22 23:37 购买,钻石会员,广东,
2013-03-05 15:56 购买,钻石会员,黑龙江,
2013-05-16 10:05 购买,金牌会员,河南,
2013-01-28 13:43 购买,银牌会员,北京,
2013-05-24 14:13 购买,金牌会员,上海,
2013-04-01 16:03 购买,金牌会员,江苏,
2013-05-28 14:15 购买,钻石会员,重庆,
2013-05-26 13:14 购买,钻石会员,辽宁,
2013-05-20 21:55 购买,钻石会员,山东,
2013-05-27 16:21 购买,钻石会员,北京,
2013-03-08 22:15 购买,钻石会员,江苏,
2013-04-26 16:09 购买,金牌会员,北京,
2013-05-17 08:05 购买,钻石会员,河北,
2013-05-22 16:28 购买,银牌会员,辽宁,
2013-05-22 15:52 购买,钻石会员,湖南,
2013-05-03 22:05 购买,银牌会员,广东,来自京东Android客户端
2013-02-01 17:29 购买,钻石会员,湖南,
2013-05-26 09:40 购买,钻石会员,河南,
2013-01-24 16:43 购买,钻石会员,北京,来自京东iPhone客户端
2013-05-25 01:38 购买,钻石会员,河南,
2013-04-09 01:40 购买,钻石会员,广东,
2013-05-07 08:42 购买,银牌会员,四川,
2013-04-02 11:33 购买,金牌会员,江苏,
2013-01-24 15:37 购买,金牌会员,北京,
2013-01-25 20:29 购买,银牌会员,北京,
2013-03-01 08:59 购买,金牌会员,北京,
2013-05-22 23:18 购买,金牌会员,北京,来自京东iPad客户端
2013-05-07 18:19 购买,钻石会员,北京,
2013-05-22 10:28 购买,金牌会员,北京,来自京东iPhone客户端
2013-03-13 13:23 购买,金牌会员,陕西,
2013-02-19 19:31 购买,银牌会员,上海,
2012-12-31 14:52 购买,银牌会员,黑龙江,
2013-05-20 14:06 购买,钻石会员,江苏,
2013-05-08 11:06 购买,银牌会员,浙江,
2013-03-09 19:45 购买,钻石会员,上海,
2013-05-14 13:52 购买,钻石会员,广东,
2013-02-18 14:09 购买,银牌会员,辽宁,
2013-05-21 10:38 购买,钻石会员,四川,
2013-01-16 21:39 购买,金牌会员,广东,
2013-02-27 12:12 购买,金牌会员,江苏,
2013-05-03 14:48 购买,金牌会员,山东,
2013-03-06 17:04 购买,金牌会员,广东,
2013-05-15 19:34 购买,钻石会员,江苏,
2013-01-30 16:46 购买,金牌会员,北京,
2013-03-12 12:58 购买,金牌会员,江苏,
2013-02-21 01:36 购买,金牌会员,北京,
2013-03-13 14:40 购买,铜牌会员,广西,
2013-03-13 14:38 购买,铜牌会员,广西,
2013-03-13 14:36 购买,铜牌会员,广西,
2013-03-15 23:08 购买,铜牌会员,广西,
2012-11-21 10:02 购买,金牌会员,广东,
2013-01-30 08:44 购买,钻石会员,山东,
2013-05-18 02:32 购买,钻石会员,江苏,
2013-02-22 17:56 购买,钻石会员,北京,
2013-05-06 23:24 购买,金牌会员,北京,
2013-01-31 13:28 购买,钻石会员,河南,
2013-05-02 19:06 购买,金牌会员,广东,
2013-03-12 16:21 购买,钻石会员,江苏,
2013-05-16 10:27 购买,银牌会员,上海,
2013-05-13 18:40 购买,金牌会员,北京,
2013-02-24 11:58 购买,钻石会员,河南,
2013-04-27 14:07 购买,金牌会员,河南,
2013-05-10 15:31 购买,金牌会员,辽宁,
2013-04-10 20:15 购买,银牌会员,江苏,
2012-11-28 15:05 购买,金牌会员,江苏,
2013-03-14 08:20 购买,银牌会员,江苏,
2013-01-29 20:37 购买,金牌会员,江苏,
2013-02-02 21:35 购买,金牌会员,北京,
2013-02-26 22:19 购买,钻石会员,四川,
2013-02-28 14:58 购买,金牌会员,北京,
2013-05-13 17:28 购买,钻石会员,北京,
2013-05-06 09:17 购买,钻石会员,北京,
2013-05-13 17:28 购买,钻石会员,广东,
2013-01-27 19:43 购买,金牌会员,北京,
2012-11-16 08:53 购买,金牌会员,北京,
2013-03-11 20:48 购买,钻石会员,辽宁,
2013-05-10 21:30 购买,钻石会员,重庆,来自京东Android客户端
2013-05-10 14:39 购买,钻石会员,北京,
2013-04-30 20:28 购买,钻石会员,湖北,
2013-04-23 16:09 购买,钻石会员,广东,
2013-04-01 20:59 购买,金牌会员,山东,
2013-04-29 09:02 购买,银牌会员,上海,
2013-04-25 22:07 购买,铜牌会员,江苏,
2013-03-26 18:15 购买,钻石会员,北京,
2013-04-27 11:42 购买,钻石会员,福建,
2013-03-08 15:45 购买,钻石会员,广东,
2013-01-25 21:09 购买,铜牌会员,天津,
2012-12-29 14:00 购买,金牌会员,福建,
2013-05-06 09:08 购买,钻石会员,北京,
2013-04-28 16:37 购买,银牌会员,新疆,
2013-01-20 11:21 购买,钻石会员,北京,
2013-03-21 17:24 购买,钻石会员,山东,
2013-05-07 10:34 购买,银牌会员,河南,
2013-05-09 15:38 购买,金牌会员,江苏,
2013-05-09 08:13 购买,银牌会员,内蒙古,
2012-12-30 01:09 购买,金牌会员,四川,
2013-05-08 22:47 购买,金牌会员,广东,
2013-04-19 16:53 购买,金牌会员,浙江,
2013-04-26 14:07 购买,银牌会员,甘肃,
2013-05-05 07:35 购买,钻石会员,江苏,
2013-04-28 15:08 购买,钻石会员,云南,
2013-02-22 10:40 购买,金牌会员,上海,
2013-03-23 12:00 购买,钻石会员,福建,
2013-05-06 16:14 购买,钻石会员,北京,
2013-04-30 21:54 购买,金牌会员,江苏,来自京东iPhone客户端
2013-05-02 09:52 购买,银牌会员,广东,
2013-04-21 17:06 购买,银牌会员,广西,来自京东Android客户端
2013-04-28 10:02 购买,钻石会员,陕西,
2013-04-25 15:39 购买,钻石会员,湖南,
2013-04-08 17:13 购买,金牌会员,广东,
2013-04-29 11:54 购买,银牌会员,宁夏,
2013-04-25 20:59 购买,铜牌会员,天津,
2013-04-20 08:30 购买,银牌会员,山东,
2012-12-12 09:17 购买,钻石会员,重庆,
2013-04-28 22:41 购买,金牌会员,上海,
2013-05-01 22:23 购买,钻石会员,河北,
2013-02-13 15:11 购买,钻石会员,黑龙江,
2013-04-28 19:31 购买,金牌会员,上海,
2013-01-28 11:39 购买,金牌会员,北京,
2013-04-19 21:58 购买,金牌会员,四川,来自京东Android客户端
2013-04-15 12:54 购买,钻石会员,北京,
2013-04-25 19:33 购买,钻石会员,海南,
2013-04-27 14:37 购买,钻石会员,四川,
2013-01-27 10:48 购买,金牌会员,山东,
2013-04-30 10:40 购买,铜牌会员,广东,来自京东iPhone客户端
2013-04-26 20:34 购买,钻石会员,江苏,
2013-03-29 17:40 购买,钻石会员,江苏,
2012-11-01 08:59 购买,金牌会员,河北,
2013-04-28 23:02 购买,钻石会员,上海,
2013-04-29 23:40 购买,金牌会员,上海,
2013-04-29 00:29 购买,银牌会员,北京,
2013-04-28 03:16 购买,钻石会员,浙江,
2013-04-27 23:19 购买,银牌会员,辽宁,
2013-03-11 13:29 购买,钻石会员,福建,
2013-03-12 21:36 购买,银牌会员,北京,
2013-03-06 11:11 购买,金牌会员,江苏,
2012-11-09 14:15 购买,银牌会员,江苏,
2013-02-02 17:03 购买,金牌会员,北京,
2013-02-05 19:59 购买,钻石会员,江苏,
2013-02-14 20:31 购买,银牌会员,安徽,来自京东Android客户端
2013-03-15 22:46 购买,银牌会员,河北,
2013-03-15 19:33 购买,银牌会员,福建,
2013-03-15 18:55 购买,银牌会员,上海,
2013-03-15 17:13 购买,银牌会员,北京,
2013-03-14 21:39 购买,金牌会员,北京,
2013-03-14 20:12 购买,铜牌会员,湖南,
2013-03-14 19:10 购买,钻石会员,福建,
2013-03-14 14:27 购买,银牌会员,上海,
2013-02-28 18:49 购买,钻石会员,北京,
2013-04-02 05:18 购买,金牌会员,江苏,
2013-03-13 16:29 购买,银牌会员,山东,
2013-01-18 18:59 购买,钻石会员,江苏,
2013-03-12 18:56 购买,银牌会员,湖南,
2013-04-14 00:12 购买,金牌会员,上海,
2013-01-26 22:52 购买,金牌会员,北京,
2013-04-23 16:51 购买,金牌会员,上海,
2013-03-09 22:52 购买,金牌会员,山东,
2013-03-31 19:58 购买,金牌会员,浙江,
2013-03-31 19:52 购买,金牌会员,四川,
2013-03-28 17:35 购买,铜牌会员,广东,
2013-04-20 16:00 购买,注册会员,河北,
2013-04-23 10:40 购买,钻石会员,辽宁,
2013-04-23 16:44 购买,钻石会员,辽宁,
2013-03-07 15:16 购买,金牌会员,黑龙江,
2013-04-10 19:06 购买,金牌会员,四川,
2013-01-26 11:49 购买,金牌会员,江苏,
2013-02-24 18:10 购买,钻石会员,湖北,
2013-04-18 15:01 购买,钻石会员,北京,
2013-04-18 07:26 购买,钻石会员,北京,
2013-04-13 16:17 购买,钻石会员,江苏,
2013-04-11 07:48 购买,钻石会员,江苏,
2012-11-04 10:00 购买,钻石会员,四川,
2013-04-19 11:38 购买,铜牌会员,北京,
2013-04-08 16:42 购买,钻石会员,陕西,
2013-03-13 20:32 购买,金牌会员,辽宁,
2013-04-18 20:19 购买,银牌会员,江苏,
2013-04-18 15:26 购买,钻石会员,四川,来自京东iPad客户端
2013-04-19 16:08 购买,铜牌会员,上海,
2012-12-26 20:58 购买,钻石会员,福建,
2013-04-20 13:08 购买,铜牌会员,上海,
2012-12-29 16:46 购买,银牌会员,浙江,
2013-01-30 16:56 购买,铜牌会员,山西,
2013-02-21 13:12 购买,金牌会员,江苏,
2013-02-14 09:44 购买,银牌会员,天津,
2013-03-31 19:50 购买,钻石会员,北京,
2013-04-13 23:59 购买,钻石会员,云南,
2013-02-04 16:36 购买,钻石会员,北京,
2013-04-07 22:30 购买,银牌会员,青海,
2013-03-23 11:56 购买,金牌会员,山西,
2013-01-08 14:26 购买,金牌会员,广东,
2013-03-06 21:11 购买,金牌会员,上海,
2013-03-21 08:16 购买,钻石会员,北京,
2013-03-27 22:36 购买,金牌会员,北京,
2012-11-28 21:56 购买,金牌会员,山东,
2012-11-04 20:18 购买,钻石会员,北京,
2013-03-14 23:36 购买,钻石会员,湖北,
2013-03-18 15:36 购买,企业会员,广东,
2013-04-11 14:59 购买,钻石会员,江苏,
2012-11-16 13:30 购买,钻石会员,北京,
2013-04-08 11:38 购买,钻石会员,北京,
2013-03-11 13:27 购买,钻石会员,北京,
2013-03-08 08:33 购买,钻石会员,河北,
2013-02-17 22:46 购买,金牌会员,北京,
2013-02-18 10:38 购买,银牌会员,黑龙江,
2013-02-16 11:12 购买,钻石会员,山东,
2013-03-13 14:34 购买,银牌会员,广西,
2013-04-05 21:17 购买,钻石会员,山东,
2013-04-10 16:18 购买,铜牌会员,江苏,
2013-04-10 21:51 购买,银牌会员,上海,
2013-04-05 17:43 购买,金牌会员,辽宁,
2013-03-15 19:39 购买,银牌会员,江苏,来自京东iPhone客户端
2013-03-31 10:42 购买,铜牌会员,北京,
2013-03-01 16:22 购买,钻石会员,北京,
2013-03-28 20:10 购买,钻石会员,江苏,
